id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,license
11563521,1Bdrm DELUXE Fully Renovated CONDO Wyndham Midtown,53433787714,verified,Wynpoints,Manhattan,Midtown,40.75331,-73.9733,United States,US,TRUE,moderate,Private room,2014,"$1,133 ",$227 ,3,8,01/01/17,0.24,1,12,365,
43722293,Private Double Room in Bushwick Loft,90533876501,unconfirmed,Irem,Brooklyn,Williamsburg,40.70666,-73.93666,United States,US,TRUE,moderate,Private room,2020,$972 ,$194 ,3,31,03/03/19,1.01,3,1,0,
41933946,2400 sq. ft. Luxury Tribeca Loft,58343381135,unconfirmed,Cuitlahuac,Manhattan,Tribeca,40.71683,-74.00574,United States,US,TRUE,strict,Private room,2022,$808 ,$162 ,1,1,3/21/2019,0.27,3,1,66,
28542880,POSITIVE VIBE SPACE *BRONX* WITH MASSAGE THERAPY & STRETCHING SERVICES,57968725801,verified,Crystal,Bronx,Williamsbridge,40.87939,-73.86318,United States,US,TRUE,moderate,Private room,2011,$165 ,$33 ,1,21,03/02/22,5,3,3,352,
36646226,Bright/Large 1BR near Central Park,66432343537,verified,Laetitia,Manhattan,Upper West Side,40.79008,-73.97291,United States,US,FALSE,strict,Entire home/apt,2006,$650 ,$130 ,31,18,8/13/2021,0.22,3,1,0,
37445404,Convinient room in Hamilton Heights!,36277695997,verified,Angela,Manhattan,Harlem,40.82366,-73.95342,United States,US,FALSE,flexible,Private room,2018,$561 ,$112 ,1,1,2/25/2021,0.08,3,1,0,
22106376,Large Studio near Lincoln Center,15433938224,verified,Missy,Manhattan,Upper West Side,40.77848,-73.97996,United States,US,FALSE,flexible,Entire home/apt,2010,$931 ,$186 ,1,7,12/31/2018,0.95,3,1,0,
13800889,Large studio-Luxury Building Times Square,43519303278,unconfirmed,Ava,Manhattan,Hell's Kitchen,40.75997,-73.99923,United States,US,FALSE,moderate,Entire home/apt,2017,$816 ,$163 ,1,18,09/07/18,0.72,2,1,0,
44388367,Mags,8387775319,unconfirmed,Margaret And Orville,Queens,Jamaica,40.68619,-73.79229,United States,US,FALSE,flexible,Entire home/apt,2015,$361 ,$72 ,5,52,6/15/2019,1.99,4,1,44,
20372154,Private room in East Harlem,39881982493,verified,Richie,Manhattan,East Harlem,40.79409,-73.94007,United States,US,FALSE,flexible,Private room,2009,$990 ,$198 ,2,2,06/10/19,0.24,2,2,67,
6198479,Beautiful Furnished Master Bedroom,53357887574,verified,Nataraj,Queens,Fresh Meadows,40.73859,-73.78891,United States,US,FALSE,moderate,Private room,2003,$114 ,$23 ,3,4,06/02/19,0.09,3,1,193,
52676733,"Lovely, sunny apt in Williamsburg close to L",28890682020,unconfirmed,Susana,Brooklyn,Williamsburg,40.71432,-73.94751,United States,US,FALSE,flexible,Entire home/apt,2021,$876 ,$175 ,14,2,7/21/2018,0.16,5,1,177,
34030533,Sunny Bushwick Apt w/ Private Outdoor Space!,17520758500,unconfirmed,Eydie,Brooklyn,Bushwick,40.70113,-73.92472,United States,US,FALSE,flexible,Entire home/apt,2014,$475 ,$95 ,15,1,12/31/2021,0.46,3,1,235,
10971456,Mediterranean Style Charmer 20 mins to Manhattan,15733670667,unconfirmed,Zafir,Queens,Jackson Heights,40.74935,-73.88332,United States,US,FALSE,strict,Shared room,2021,$480 ,$96 ,1,0,,,1,1,0,
34314415,Private Bedroom in Beautiful Upper East Side Apt.,64394968986,unconfirmed,Joseph Amechi,Manhattan,East Harlem,40.78373,-73.94457,United States,US,TRUE,strict,Private room,2005,$141 ,$28 ,2,36,12/26/2021,3.09,2,1,2,
32152161,NICE SPACE IN NYC,27299481249,unconfirmed,Victor,Bronx,Kingsbridge,40.86639,-73.90151,United States,US,FALSE,flexible,Private room,2003,$336 ,$67 ,3,108,1/26/2022,1.24,2,2,345,
17446621,XL Private Room in a Magnificent Penthouse NYC1,92910914708,unconfirmed,Tomás,Manhattan,East Village,40.72149,-73.98273,United States,US,FALSE,moderate,Private room,2021,$128 ,$26 ,5,11,6/22/2019,0.69,3,2,5,
10021500,"Cozy Studio in Times Square, NYC",7352005555,unconfirmed,Kunal,Manhattan,Hell's Kitchen,40.75855,-73.98931,United States,US,FALSE,flexible,Entire home/apt,2021,$275 ,$55 ,30,19,7/19/2018,0.54,3,1,27,
22697337,Huge master bedroom in prime Financial District,66203690040,verified,Kellie,Manhattan,Financial District,40.7086,-74.01376,United States,US,TRUE,strict,Private room,2017,$768 ,$154 ,8,1,01/03/19,0.16,3,1,0,
11939638,A Nice Place to Stay in Bed Stuy,53023409946,unconfirmed,Baron,Brooklyn,Bedford-Stuyvesant,40.68898,-73.94756,United States,US,FALSE,moderate,Private room,2006,$87 ,$17 ,1,59,03/02/18,1.9,2,1,188,
52506073,1 bedroom with 3 beds in the heart of Times Square,828239898,unconfirmed,Kerri,Manhattan,Hell's Kitchen,40.7551,-73.99363,United States,US,FALSE,moderate,Entire home/apt,2014,$639 ,$128 ,3,81,07/07/19,5.8,5,1,189,
24025066,Astoria 1 Bedroom Apt 10 minutes from LGA Airport,65491424746,verified,Rich,Queens,Astoria,40.76889,-73.92957,United States,US,FALSE,moderate,Entire home/apt,2017,$677 ,$135 ,2,4,6/17/2019,0.92,4,1,14,
25895706,Harbor View for Two!,88427762361,verified,The Wagner Hotel,Manhattan,Battery Park City,40.70497,-74.01721,United States,US,TRUE,strict,Private room,2017,$257 ,$51 ,1,0,,,3,7,348,
50456487,Stay in a Private Room Close to Manhattan :),50298387296,verified,Agnes,Queens,Astoria,40.76982,-73.93501,United States,US,FALSE,flexible,Private room,2017,$596 ,$119 ,4,6,06/06/19,0.28,4,1,96,
22856952,61 street and 2 ave apt D Manhattan,74756129754,unconfirmed,Avner,Manhattan,Midtown,40.75169,-73.97162,United States,US,FALSE,strict,Entire home/apt,2020,$343 ,$69 ,2,1,5/19/2019,0.59,2,4,354,
23849987,Cozy Room in Townhouse Apartment,32106470464,verified,Bianca,Bronx,Kingsbridge,40.88316,-73.90586,United States,US,FALSE,flexible,Private room,2003,$503 ,$101 ,4,8,4/30/2019,1.76,3,2,0,
2260580,Private Entrance - Backyard Summer Dining - Enjoy,2386052202,unconfirmed,Michelle,Brooklyn,Bedford-Stuyvesant,40.69034,-73.95321,United States,US,TRUE,moderate,Entire home/apt,2013,$629 ,$126 ,7,195,07/03/19,2.72,4,2,356,
52163647,Cozy Private 1 Bedroom in a Shared Area,55632037851,unconfirmed,Terry,Brooklyn,Canarsie,40.63773,-73.91729,United States,US,TRUE,moderate,Private room,2005,$598 ,$120 ,1,5,2/16/2019,0.53,4,2,0,
13988671,Private Heart-of-Williamsburg Bedroom!,20569466476,unconfirmed,Adam,Brooklyn,Williamsburg,40.71199,-73.96317,United States,US,TRUE,strict,Private room,2020,$467 ,$93 ,7,0,,,2,1,0,
1243243,Park Slope Apartment,85374559998,verified,Luke,Brooklyn,Park Slope,40.67359,-73.97904,United States,US,TRUE,flexible,Entire home/apt,2005,$716 ,$143 ,2,0,,,3,1,378,
8005605,Family apt w/ junglegym-bed for kids,71156889096,unconfirmed,Liliana,Brooklyn,Kensington,40.64463,-73.97057,United States,US,TRUE,moderate,Entire home/apt,2013,$611 ,$122 ,7,5,07/05/19,0.12,4,1,262,
31853919,Private Bedroom in Nice Apt. Near Riverside Park!,49551393732,unconfirmed,Jeffrey,Manhattan,Harlem,40.82234,-73.95528,United States,US,FALSE,flexible,Private room,2009,$479 ,$96 ,30,18,1/31/2022,0.19,5,2,155,
28537357,The Miami Connection,77081457658,verified,Steve,Brooklyn,Bushwick,40.69981,-73.92025,United States,US,TRUE,flexible,Private room,2017,$898 ,$180 ,1,21,03/02/22,3.58,4,5,64,
15010978,Room-Sofa Bed-Hell's Kitchen-Close to Everything,91127589106,verified,Nicholas,Manhattan,Hell's Kitchen,40.76609,-73.99396,United States,US,TRUE,flexible,Shared room,2022,$673 ,$135 ,1,94,6/27/2019,4.09,4,1,7,
20813442,Brand New Beautiful Home (25 min to Manhattan),77948285657,unconfirmed,Mohammed,Queens,Maspeth,40.74113,-73.90118,United States,US,TRUE,strict,Entire home/apt,2005,$218 ,$44 ,4,31,06/09/19,3.52,5,1,280,
4591838,Room in a 4 bedroom Apt. in Harlem,62395946137,unconfirmed,Adam,Manhattan,Harlem,40.81535,-73.95322,United States,US,FALSE,flexible,Private room,2011,$453 ,$91 ,1,0,,,3,1,203,
16460765,One decent room in Upper West Side Manhattan!,51812798150,unconfirmed,Amon,Manhattan,Upper West Side,40.79454,-73.97541,United States,US,FALSE,strict,Private room,2013,"$1,024 ",$205 ,1,14,3/31/2018,0.71,5,1,0,
42894948,Chris' Cozy Cave!,78039549543,unconfirmed,Chris,Queens,Ditmars Steinway,40.78031,-73.91003,United States,US,TRUE,strict,Entire home/apt,2015,$357 ,$71 ,3,89,6/18/2019,2.6,3,1,259,
41752792,2 Sofa-beds in Livingroom- Check in: 5:45pm - 11pm,47905607863,unconfirmed,Ndeye Aissatou,Brooklyn,Bedford-Stuyvesant,40.68829,-73.93184,United States,US,TRUE,flexible,Shared room,2011,$183 ,$37 ,1,99,6/30/2019,6.31,2,1,67,
34723117,In front of Flushing  Library 2BR for 5-7 guests,64436156108,unconfirmed,Karem,Queens,Flushing,40.75924,-73.82989,United States,US,TRUE,strict,Private room,2015,$459 ,$92 ,1,7,12/17/2021,0.24,4,1,0,
41884239,Sonder | Stock Exchange | Premier 2BR + Kitchen,9289372890,unconfirmed,Sonder (NYC),Manhattan,Financial District,40.70734,-74.01056,United States,US,TRUE,flexible,Entire home/apt,2021,$234 ,$47 ,2,13,6/14/2019,3.07,2,327,341,
46395978,"GIRLS ONLY Romantic, antique, & cozy room",74688474696,unconfirmed,K,Manhattan,Two Bridges,40.71138,-73.99635,United States,US,FALSE,flexible,Private room,2005,$480 ,$96 ,1,2,01/01/18,0.11,3,1,0,
26582215,Breathtaking Balcony Views in the Big Apple,11592426736,unconfirmed,Sherwin,Manhattan,Murray Hill,40.74424,-73.9733,United States,US,TRUE,moderate,Entire home/apt,2019,$446 ,$89 ,4,6,07/07/19,5.62,2,1,138,
36463967,1bed in 4bedroom,31254560151,unconfirmed,Cecil,Brooklyn,Cypress Hills,40.67634,-73.90716,United States,US,TRUE,flexible,Private room,2010,$359 ,$72 ,19,1,8/31/2021,0.16,2,1,35,
38355042,Cozy place next to Times Square,40229242058,unconfirmed,Anda,Manhattan,Hell's Kitchen,40.76371,-73.99509,United States,US,FALSE,flexible,Private room,2015,$210 ,$42 ,30,29,3/16/2020,0.57,4,1,337,
35237308,Your Lovely Private Room 2 Beds 2 Metros,68259774095,unconfirmed,Sonia,Brooklyn,Bushwick,40.70466,-73.92772,United States,US,FALSE,moderate,Private room,2021,"$1,004 ",$201 ,1,34,11/30/2021,3.31,3,1,365,
1639243,Cozy Love Nest Prospect Heights,14387086808,unconfirmed,Ada,Brooklyn,Prospect Heights,40.67369,-73.96589,United States,US,TRUE,strict,Private room,2016,$825 ,$165 ,2,121,6/17/2019,1.6,1,1,86,
17149483,Most luxuriest place to relax while visiting NYC,56400689751,unconfirmed,Shawn,Manhattan,Hell's Kitchen,40.76075,-73.99837,United States,US,FALSE,moderate,Entire home/apt,2007,$232 ,$46 ,30,0,,,3,1,87,
7056201,Sleeps 4 people - Prime Madison Sq Park/Park Ave,66518352771,unconfirmed,Faith,Manhattan,Midtown,40.74568,-73.98324,United States,US,TRUE,moderate,Entire home/apt,2007,"$1,164 ",$233 ,7,8,11/10/18,0.18,1,1,26,
29506091,Super Cozy Room in Brooklyn! Same st Train line!!,63712116841,unconfirmed,Maria,Brooklyn,Bedford-Stuyvesant,40.67945,-73.91046,United States,US,TRUE,flexible,Private room,2014,$69 ,$14 ,1,15,2/26/2022,4.21,3,21,176,
38081653,Woody's Larger Bedroom,41725561249,unconfirmed,Woody,Brooklyn,Bedford-Stuyvesant,40.67947,-73.91008,United States,US,FALSE,flexible,Private room,2006,$621 ,$124 ,30,26,7/15/2020,0.54,4,3,0,
47301197,舒适温馨小屋两间,7812167367,verified,Feng,Queens,Flushing,40.75602,-73.80241,United States,US,TRUE,moderate,Private room,2004,$367 ,$73 ,1,22,11/12/18,1.12,5,2,0,
18046971,Beautiful 1 bdrm in 3 bdrm (10 mins to Manhattah),64647916631,unconfirmed,Manisha,Brooklyn,Gowanus,40.68208,-73.98093,United States,US,TRUE,flexible,Private room,2022,$911 ,$182 ,7,0,,,5,1,0,
45950824,Chic apartment with large deck - best of Brooklyn,31362192179,verified,Shmuel,Brooklyn,Boerum Hill,40.68546,-73.97933,United States,US,TRUE,flexible,Entire home/apt,2009,$835 ,$167 ,20,11,5/20/2019,0.46,4,1,32,
1258708,Greenpoint Loft / Le Chez Andrea,60141836267,,Melanie,Brooklyn,Greenpoint,40.72185,-73.93956,United States,US,TRUE,strict,Private room,,"$1,124 ",$225 ,4,86,06/08/19,0.89,1,3,228,
13038162,BEST LOCATION IN SOHO AND SPACIOUS APARTMENT,47041155467,unconfirmed,Alonso,Manhattan,Little Italy,40.71942,-73.99694,United States,US,TRUE,flexible,Entire home/apt,2020,"$1,199 ",$240 ,1,67,1/20/2019,2.45,2,1,189,
9140581,"Large Sunny 1BR, 1 Block to Subway",65600816744,verified,Alexander,Manhattan,Washington Heights,40.83441,-73.93706,United States,US,TRUE,strict,Entire home/apt,2019,$65 ,$13 ,7,1,3/18/2016,0.02,1,1,246,
53173803,The Best little room in Brooklyn,53537043118,unconfirmed,Jordan,Brooklyn,Prospect Heights,40.67955,-73.97382,United States,US,FALSE,strict,Private room,2015,$327 ,$65 ,15,0,,,4,1,0,
44953922,Large 2bd 15 min to Midtown Manhattan,87804569556,unconfirmed,Dani,Queens,Ditmars Steinway,40.77764,-73.91128,United States,US,FALSE,moderate,Entire home/apt,2006,$927 ,$185 ,3,93,6/21/2019,3.49,5,1,197,
19862381,NEW YORK CITY MANHATTAN STUDIO.,88795762412,verified,Camry,Manhattan,East Harlem,40.80203,-73.93885,United States,US,FALSE,moderate,Shared room,2011,$873 ,$175 ,1,17,03/01/19,1.48,3,1,0,
48235689,NYC deluxe room 15 min to Manhattan,56207642318,verified,Dafni,Queens,Astoria,40.77008,-73.92878,United States,US,TRUE,strict,Private room,2022,$482 ,$96 ,2,67,6/24/2019,1.76,4,3,289,
47838585,Charming Modern Bed-Stuy Brooklyn Townhouse W/Yard,62201902068,unconfirmed,Nicole,Brooklyn,Bedford-Stuyvesant,40.68285,-73.91516,United States,US,FALSE,flexible,Entire home/apt,2021,"$1,152 ",$230 ,3,0,,,5,1,30,
18785396,Sonder | Hanover Square | Artsy 1BR + Rooftop,72572005926,verified,Sonder,Manhattan,Financial District,40.70375,-74.00807,United States,US,FALSE,strict,Entire home/apt,2010,$789 ,$158 ,29,1,11/10/18,0.12,5,96,299,
44470108,"Cozy bdrm. Astoria, Queens. 10 min to Manhattan.",79743327053,verified,Tyler,Queens,Astoria,40.7578,-73.92368,United States,US,TRUE,moderate,Private room,2013,"$1,177 ",$235 ,2,1,2/20/2017,0.03,3,1,0,
37366977,Newly Renovated & furnished 1BR~ In Unit Laundry,81373111273,unconfirmed,Nathan,Manhattan,Hell's Kitchen,40.76255,-73.9918,United States,US,FALSE,flexible,Entire home/apt,2011,$676 ,$135 ,30,1,3/31/2021,0.09,3,37,281,
48754851,Cultural and Cozy in Crown Heights,43509523956,unconfirmed,Skye,Brooklyn,Crown Heights,40.67389,-73.93974,United States,US,TRUE,strict,Private room,2007,$672 ,$134 ,3,1,6/15/2016,0.03,5,1,249,
17273751,Private room in Brooklyn !!!!,71756540580,verified,Sara,Brooklyn,Bedford-Stuyvesant,40.6925,-73.94214,United States,US,TRUE,moderate,Private room,2020,"$1,136 ",$227 ,1,11,5/18/2019,1.77,5,1,345,
27416740,Chill & Cozy bedroom in the heart of Brooklyn.,4321053488,verified,Mimi & Elen,Brooklyn,Bedford-Stuyvesant,40.68715,-73.94232,United States,US,TRUE,flexible,Private room,2021,$225 ,$45 ,2,1,6/29/2019,1,2,1,6,
6376320,Prospect Heights BK Studio,94083539344,verified,Heidi,Brooklyn,Crown Heights,40.68073,-73.96369,United States,US,FALSE,moderate,Entire home/apt,2018,$360 ,$72 ,2,15,7/20/2016,0.31,1,1,146,
12991769,Charming House!!,28153701309,unconfirmed,Antonio,Queens,Long Island City,40.75276,-73.93102,United States,US,TRUE,flexible,Private room,2005,$929 ,$186 ,3,48,6/22/2019,1.72,4,3,332,
50540437,"Sunny, Cozy, Private Room In The Heart of Bushwick",48607412319,unconfirmed,Dylana,Brooklyn,Bushwick,40.69906,-73.92431,United States,US,TRUE,flexible,Private room,2017,$782 ,$156 ,2,96,6/24/2019,2.99,4,3,78,
55815454,Sunny private room close to the city center 41D1,70275556688,verified,John,Manhattan,Hell's Kitchen,40.7543,-73.99697,United States,US,FALSE,moderate,Private room,2020,$806 ,$161 ,7,9,06/11/19,0.99,2,47,358,
40304661,Private room in East Harlem,53812478187,unconfirmed,Annabel,Manhattan,East Harlem,40.79858,-73.93585,United States,US,TRUE,strict,Private room,2017,$881 ,$176 ,1,0,,,4,1,0,
31097820,Beautiful Basement Apt/w Private Entrance.,53006681324,unconfirmed,Laverne,Brooklyn,East Flatbush,40.649277,-73.929771,United States,US,FALSE,strict,Entire home/apt,2007,"$1,121 ",$224 ,2,28,2/13/2022,3.01,3,1,315,
3157515,Relaxed Comfortable Beds in A Cozy Apartment.,8938424650,unconfirmed,Sandra&Orlando,Brooklyn,Flatbush,40.64307,-73.95455,United States,US,TRUE,moderate,Shared room,2020,"$1,059 ",$212 ,5,34,6/29/2019,0.52,3,2,338,
44121606,Private Bathroom and Cozy Bedroom in Brooklyn,55122288501,unconfirmed,Melissa,Brooklyn,East Flatbush,40.64638,-73.95065,United States,US,FALSE,moderate,Private room,2014,$868 ,$174 ,1,30,06/04/19,1.16,5,3,244,
36302143,Rockaway Beachside Surf Bungalow,93681201519,unconfirmed,Justin,Queens,Rockaway Beach,40.5839,-73.82094,United States,US,FALSE,strict,Entire home/apt,2009,$474 ,$95 ,2,26,09/11/21,1.39,3,2,18,
37206810,521 West 48th-2 bed apartment near Times Square,55147722168,verified,Jeniffer,Manhattan,Hell's Kitchen,40.76411,-73.99371,United States,US,FALSE,flexible,Entire home/apt,2014,"$1,012 ",$202 ,30,5,5/16/2021,0.07,2,186,310,
53667007,Cozy plant filled room nearby multiple subways,219712831,verified,Shriver,Brooklyn,Williamsburg,40.70578,-73.94324,United States,US,FALSE,flexible,Private room,2022,$625 ,$125 ,2,36,6/24/2019,2.85,4,1,49,
24466354,Huge cozy room in Upper Manhattan,98584116990,unconfirmed,Fatou,Manhattan,Washington Heights,40.83713,-73.94827,United States,US,TRUE,moderate,Private room,2006,$382 ,$76 ,3,0,,,5,1,87,
54214889,Zen Brooklyn,92886185025,verified,Gina,Brooklyn,Fort Greene,40.68731,-73.9751,United States,US,FALSE,strict,Private room,2019,$956 ,$191 ,1,8,09/01/18,0.66,2,2,0,
11075840,Luxury Apt on Wall St - Amazing Views,29338340353,verified,Marc,Manhattan,Financial District,40.707,-74.00782,United States,US,TRUE,flexible,Private room,2003,$288 ,$58 ,1,22,7/15/2017,0.67,2,1,0,
50581859,Brownstone garden floor apt w/ patio mins to NYC,52005941537,verified,Nicole & Omari,Brooklyn,Bedford-Stuyvesant,40.68638,-73.92856,United States,US,TRUE,moderate,Entire home/apt,2008,$450 ,$90 ,2,122,6/30/2019,3.96,4,1,59,
29759045,Modern Two Bedroom Apartment with Warm Hospitality,295594870,verified,Vienna,Queens,Ridgewood,40.70136,-73.90122,United States,US,TRUE,flexible,Entire home/apt,2022,$103 ,$21 ,3,10,2/23/2022,0.4,4,1,76,
55380242,1 Bedroom Apartment Near ESB,89380884298,unconfirmed,Studioplus,Manhattan,Midtown,40.74747,-73.98668,United States,US,TRUE,flexible,Entire home/apt,2013,$971 ,$194 ,2,7,6/13/2019,0.84,3,13,276,
1154875,CHARMING EAST VILLAGE 2 (or 1) BR,18425219763,unconfirmed,Chapman,Manhattan,East Village,40.72956,-73.98158,United States,US,FALSE,moderate,Entire home/apt,2012,$850 ,$170 ,7,5,01/03/19,0.15,4,1,33,
23045838,Charming 1BR by Washington Square Park Heart of NY,59456095478,verified,Alex,Manhattan,West Village,40.73236,-74.00213,United States,US,FALSE,flexible,Entire home/apt,2015,$579 ,$116 ,3,20,07/01/19,3.02,4,1,155,
7572049,Luxury Apt in EV - 2 Spacious BR + 2 Full Bath!!,63477148423,verified,Em,Manhattan,East Village,40.72788,-73.9869,United States,US,TRUE,moderate,Entire home/apt,2013,$735 ,$147 ,1,177,6/22/2019,4.05,2,1,204,
10092746,"Lovely, quiet and smoke free environment",83526602382,unconfirmed,Claudia,Brooklyn,Bushwick,40.70918,-73.92182,United States,US,TRUE,flexible,Private room,2018,$482 ,$96 ,15,0,,,1,1,291,
20696906,Little paradise,14522983980,verified,David,Queens,Forest Hills,40.71962,-73.85,United States,US,TRUE,flexible,Private room,2015,$313 ,$63 ,1,47,6/26/2019,4.64,4,2,196,
43065056,Beautiful sunlight room in the heart of Bushwick!,96592872961,verified,Alina,Brooklyn,Bushwick,40.69935,-73.91332,United States,US,TRUE,moderate,Private room,2009,$150 ,$30 ,4,4,01/02/18,0.16,1,1,189,
38757669,Charming 1 bedroom in the heart of NYC,82932768411,unconfirmed,Alexandra,Manhattan,Kips Bay,40.73963,-73.98166,United States,US,TRUE,moderate,Entire home/apt,2021,$664 ,$133 ,5,8,05/07/18,0.41,4,1,0,
20482062,Cheap and Worth it!,78681580010,unconfirmed,Rafael,Queens,Elmhurst,40.74038,-73.87381,United States,US,TRUE,flexible,Private room,2008,"$1,141 ",$228 ,1,24,02/02/19,2.32,2,1,0,
44620333,Your Home Away From Home!,61898886172,verified,Serena,Queens,Flushing,40.76199,-73.79465,United States,US,FALSE,moderate,Entire home/apt,2012,$346 ,$69 ,3,75,07/06/19,3.07,3,2,174,
44675563,One Bedroom In New Luxury Building,52241568556,unconfirmed,Sam,Brooklyn,Gowanus,40.67873,-73.98976,United States,US,FALSE,strict,Entire home/apt,2022,$406 ,$81 ,1,3,9/17/2017,0.11,1,1,0,
8520348,Cozy Room In Williamsburg Apartment,77549660164,unconfirmed,Anthony,Brooklyn,Williamsburg,40.70352,-73.93798,United States,US,TRUE,moderate,Private room,2006,$510 ,$102 ,7,1,1/21/2016,0.02,5,1,299,
56248457,High-ceilinged room in artist loft space -Bushwick,44000870486,verified,Freddi,Brooklyn,Bushwick,40.699,-73.92849,United States,US,FALSE,flexible,Private room,2018,"$1,152 ",$230 ,7,26,6/19/2019,0.91,2,2,0,
45367043,Private room with private bathroom,28917127918,verified,Salah,Brooklyn,Williamsburg,40.71627,-73.93957,United States,US,TRUE,flexible,Private room,2019,$881 ,$176 ,7,1,3/24/2019,0.28,1,1,365,
13282831,☆THE village experience!!,91252592511,verified,Ann,Manhattan,West Village,40.72999,-74.0034,United States,US,TRUE,moderate,Private room,2008,$275 ,$55 ,1,0,,,3,1,0,
3513749,"Brownstone Duplex with Garden,Deck & 8' pool table",8514699145,verified,Mark,Brooklyn,Park Slope,40.678,-73.98049,United States,US,FALSE,strict,Entire home/apt,2022,$561 ,$112 ,3,6,01/01/19,0.16,2,1,132,
44319330,Bright and Spacious East Village Loft,9296166321,unconfirmed,J,Manhattan,East Village,40.72977,-73.98841,United States,US,TRUE,moderate,Entire home/apt,2020,$988 ,$198 ,3,85,6/24/2019,2.87,5,1,208,
40216845,Private Room With Patio In Queens,72913046721,verified,Macit,Queens,Maspeth,40.73732,-73.90168,United States,US,FALSE,moderate,Private room,2012,$384 ,$77 ,20,33,4/21/2019,0.46,1,2,297,
3646853,Your NYC haven at Upper Manhattan!,49559754842,verified,Ivan,Manhattan,Harlem,40.83058,-73.9495,United States,US,FALSE,moderate,Private room,2017,$610 ,$122 ,5,21,4/29/2019,0.34,5,4,10,
6726478,Artist's brownstone apartment in Brooklyn,78222751732,verified,Rosie,Brooklyn,Bedford-Stuyvesant,40.68279,-73.92135,United States,US,FALSE,moderate,Entire home/apt,2009,$279 ,$56 ,2,11,01/01/19,0.93,5,1,399,
46540128,"True Skyline View, minutes to Manhattan",31277721081,verified,Joe,Brooklyn,Greenpoint,40.72509,-73.95418,United States,US,FALSE,moderate,Private room,2015,$563 ,$113 ,6,48,6/30/2019,2.31,4,1,43,
47116177,Home Away From Home -3,34835478803,unconfirmed,Karen,Brooklyn,East New York,40.6661,-73.87469,United States,US,FALSE,moderate,Entire home/apt,2014,$466 ,$93 ,3,4,06/06/19,0.18,3,2,36,
18854434,Wyndham Midtown 45 (2 Bedroom Presidential) 3A,21775207158,unconfirmed,Michael,Manhattan,Midtown,40.75305,-73.97129,United States,US,FALSE,moderate,Entire home/apt,2015,$840 ,$168 ,3,14,11/19/2018,1.13,5,12,0,
44076870,Sunny and Cozy Bedroom near Columbia University,4213203813,unconfirmed,Ruby,Manhattan,Morningside Heights,40.80439,-73.96263,United States,US,TRUE,strict,Private room,2006,$842 ,$168 ,3,0,,,2,1,0,
9001954,Designer 1Bd with Treelined Terrace,74258465455,verified,Theresa,Brooklyn,Prospect Heights,40.67948,-73.96567,United States,US,FALSE,flexible,Entire home/apt,2020,$927 ,$185 ,21,1,4/30/2016,0.03,5,1,84,
10693649,FORT GREENE- Private room in spacious apartment.,35619089535,unconfirmed,Fernando & Jess,Brooklyn,Fort Greene,40.69195,-73.97151,United States,US,FALSE,strict,Private room,2006,$450 ,$90 ,7,0,,,5,1,0,
38320247,UniqueBrooklynPrivateApt-LG/2bd.modern.comfy.CLEAN,86719473113,verified,Chana & Chike,Brooklyn,Greenpoint,40.72967,-73.95151,United States,US,TRUE,moderate,Entire home/apt,2019,$407 ,$81 ,90,207,3/18/2020,3.11,3,1,92,
10064027,Brooklyn room in a New Bldg - 20mns from Manhattan,57767260735,unconfirmed,Aicha,Brooklyn,Bedford-Stuyvesant,40.68846,-73.92155,United States,US,TRUE,moderate,Private room,2015,"$1,175 ",$235 ,2,5,6/23/2019,2.24,2,1,212,
20554413,The BEST of SoBro,91515005414,verified,Charlie,Bronx,Mott Haven,40.80769,-73.91617,United States,US,TRUE,moderate,Entire home/apt,2019,$978 ,$196 ,1,38,6/30/2019,3.68,2,1,349,
8756180,"Sunny, spacious room in Greenpoint",2410310958,verified,,Brooklyn,Greenpoint,40.73539,-73.95838,United States,US,TRUE,strict,Private room,2019,$71 ,$14 ,10,2,11/05/16,0.05,1,1,245,
12186516,Spacious RM in Home with Backyard/Near Metro,27073815533,verified,Ciprian,Bronx,Fordham,40.86914,-73.8951,United States,US,FALSE,moderate,Private room,2012,$515 ,$103 ,3,73,6/20/2019,2.79,3,4,69,
52057053,"Great room in beautiful, light-filled apartment",79621632773,unconfirmed,Rebecca,Manhattan,Washington Heights,40.83267,-73.94156,United States,US,FALSE,strict,Private room,2022,"$1,165 ",$233 ,30,0,,,3,1,90,
17526152,Upper West Side Exclusive 1 bedroom,31599956838,unconfirmed,Gal,Manhattan,Upper West Side,40.78904,-73.97172,United States,US,FALSE,flexible,Entire home/apt,2019,$832 ,$166 ,5,1,2/23/2018,0.06,3,1,0,
45969602,"Bright, Sunny, Clean Bedroom w/Private Bath 3MB",65275683915,verified,Yan,Brooklyn,Crown Heights,40.6695,-73.92226,United States,US,TRUE,flexible,Private room,2008,$840 ,$168 ,1,66,6/22/2019,2.68,5,12,39,
38329084,Small smoking room 5 minutes away from casino,24207031132,unconfirmed,Nikky,Queens,Richmond Hill,40.67839,-73.82206,United States,US,TRUE,strict,Private room,2003,$836 ,$167 ,1,3,3/18/2020,0.11,4,1,90,
